DocumentName,ReportDT,JurisdictionName,OccurDt,FraudEntity,State_County,PayerName,FraudAmt,SettlementAmt,JailTime,FraudType,FraudTypeAll,CaseStatus,SchemeSummary
florida-laboratory-owner-pleads-guilty-to-52m-medicare-fraud-scheme-involving-genetic-tests_5cc27f3c42a3.pdf,2026-01-26,"U.S. Department of Justice, Criminal Division, Fraud Section; USAO - Southern District of Florida",,"Sean Alterman (owner/operator of laboratories); Live Beyond Medical MGMT, LLC; Dynix Diagnostics LLC; Shivv LLC; Shank LLC",Florida - Palm Beach County (Lake Worth),Medicare,52000000.0,,,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Falsify certificate,pleaded guilty,"Alterman's two labs purchased doctors' orders for expensive genetic tests from patient recruiters who used deceptive telemarketing and 'doctor chasing' faxes falsely claiming a mutual patient to trick physicians into signing prescriptions for medically unnecessary tests; the labs billed Medicare about $52 million and were paid about $36 million, with roughly $5.5 million routed to Alterman through shell companies, and he agreed to forfeit his estate and a 2022 Rolls Royce Ghost."
florida-man-pleads-guilty-in-health-care-fraud-and-kickback-scheme-involving-foot-baths_ad1ed0ba3175.pdf,2026-04-03,"U.S. Attorney's Office, Middle District of Pennsylvania",2019 to 2020,"Frank Suess (a.k.a. Franz P. Suess) (financier/controller of pharmacies, Medivalue Florida LLC); Luis Salgado (MedX Marketing Solutions); Melissa Driscoll (Sterling Pharmacy purchaser); Victor Velazco; Dave Singh; Warren Pizik; Diana Castro",Pennsylvania - Lackawanna County (Jermyn); Pennsylvania - Monroe County (East Stroudsburg); Florida - Palm Beach County (Wellington); New York,Medicare; Medicare-sponsored prescription drug plans; private health insurance fund,700000.0,4000000.0,,FakeEncounter,FakeEncounter; kickback_Bribery For Referral; Falsify certificate; other,pleaded guilty,"Suess secretly financed and controlled pharmacies (Sterling in PA, DCE in TX, Motto in FL) and steered high-cost mail-order prescription 'foot bath' drug combinations (vancomycin, tobramycin, moxifloxacin drops, etc.) to them, billing private insurance, Medicare and Medicare Part D for medically unnecessary drugs ordered via prechecked, templated forms collected at New York 'health fairs' with no patient evaluation; kickbacks were paid for signed order forms and disguised as an hourly 'marketing services agreement' with codefendant Salgado's MedX Marketing Solutions, and a false compliance document was created to obstruct the investigation. The $700,000 profit figure relates to the conspiracy's fraudulent foot bath orders from one private insurance fund; Suess forfeits a Florida property valued at about $4 million.
"
florida-man-pleads-guilty-to-conspiracy-to-violate-the-anti-kickback-statute_1f93fb3d8181.pdf,2026-01-30,"U.S. Attorney's Office, District of Massachusetts",2020-03 to 2022-04,Deane Gilmore (owner and manager of Jupiter Medical Associates Inc. and Granite Medical Associates Inc.); Jupiter Medical Associates Inc.; Granite Medical Associates Inc.,Florida - Hillsborough County (Brandon),Medicare,6500000.0,,,kickback_Bribery For Referral,kickback_Bribery For Referral; Falsify certificate; FakeEncounter,pleaded guilty,"Gilmore, through two durable medical equipment companies he owned, paid telemarketers/call centers on a per-order basis for DME orders (back, knee, wrist, ankle braces) generated from Medicare beneficiaries' medical information, with documentation making it appear practitioners had legitimately prescribed the braces though the orders were often medically unnecessary and based on false documentation; approximately $6.5 million in kickback-tainted claims were submitted to Medicare, which paid about $2.3 million."
florida-man-sentenced-to-36-months-in-prison_876ad8c4e760.pdf,2026-06-18,"U.S. Attorney's Office, Northern District of Indiana",,Justyn Arch (vice president of a dental practice),Indiana - Porter County (Chesterton); Indiana - Lake County (Crown Point),Indiana Medicaid,,520897.0,36,Phantom Claims,Phantom Claims; other,sentenced,"As vice president of a dental practice with locations in Chesterton and Crown Point, Indiana, Arch submitted claims to Indiana Medicaid for hundreds of dental surgeries that were never performed, using patients' personal identifiers without authorization to support the fraudulent claims, and evaded taxes on the resulting income; restitution of $520,897 covers the Medicaid and IRS losses combined."
florida-man-sentenced-to-five-years-for-orchestrating-multimillion-dollar-medicare-billing-fraud-scheme_3edbc6d00fb7.pdf,2026-03-18,"U.S. Attorney's Office, Southern District of New York",2016 to 2021-04,"Ted Albin (operator of Grapevine Professional Services, medical billing company); Grapevine Professional Services; Erin Foley (co-owner of DME supply companies)",Florida - Stuart (Martin County); New York,Medicare,38000000.0,,60,kickback_Bribery For Referral,kickback_Bribery For Referral; Falsify certificate; FakeEncounter,sentenced,"Albin ran a medical billing company that submitted thousands of Medicare reimbursement claims for durable medical equipment (back, knee, wrist and shoulder braces) on behalf of DME supply companies, including ones he and his sister owned, based on prescriptions illegally purchased with kickbacks and often bearing forged doctor signatures and no medical necessity; the DME companies billed Medicare over $38 million and were paid over $12 million."
florida-nursing-assistant-convicted-in-11-4m-health-care-fraud-scheme-targeting-medicare-beneficiaries_eb77882ea78b.pdf,2026-01-22,"U.S. Department of Justice, Criminal Division Fraud Section; U.S. Attorney's Office, Southern District of Florida",,"Christian ""Chris"" Cruz (nursing assistant; owner/operator of a Florida durable medical equipment supplier); unnamed co-conspirator (co-owner, convicted felon, charged and at large)",Florida - Broward County (Pompano Beach/Fort Lauderdale),Medicare,11400000.0,,,FakeEncounter,FakeEncounter; kickback_Bribery For Referral; Ineligible provider enrollment; other,convicted at trial,"Cruz owned a Florida DME supplier and, with a co-conspirator, paid kickbacks and bribes to obtain signed doctors' orders that were used to ship thousands of orthotic braces to hundreds of Medicare beneficiaries nationwide who neither requested nor needed them, then billed Medicare $11.4 million; he also falsely told Medicare he was the sole owner to hide his convicted-felon partner, and withdrew proceeds in cash amounts just under the $10,000 bank reporting threshold (structuring)."
florida-nursing-assistant-sentenced-to-nine-years-in-prison-for-11-4m-health-care-fraud-scheme-targeting-medic_d67f1e3bec18.pdf,2026-04-14,"U.S. Department of Justice, Criminal Division Fraud Section; U.S. Attorney's Office for the Southern District of Florida",,"Christian ""Chris"" Cruz (nursing assistant; owner/operator of a Florida durable medical equipment supplier); unnamed co-conspirator (co-owner, convicted felon, charged and at large)",Florida - Broward County (Pompano Beach),Medicare,11400000.0,4437217.0,108,FakeEncounter,FakeEncounter; kickback_Bribery For Referral; Falsify certificate; Ineligible provider enrollment; other,sentenced,"Cruz owned a Florida DME supplier and, with a co-conspirator, paid kickbacks and bribes to obtain signed doctors' orders, then shipped orthotic braces to hundreds of Medicare beneficiaries nationwide who neither requested nor needed them and billed Medicare $11.4 million. He also concealed his felon co-owner from Medicare during enrollment and structured cash withdrawals of proceeds just under $10,000 at multiple South Florida bank branches."
foreign-national-charged-with-orchestrating-health-care-fraud-scheme-targeting-medicare-advantage-programs_9eebafb20aa2.pdf,2026-03-20,"U.S. Attorney's Office, Northern District of California",2024-10 to 2025-06,Anar Rustamov (creator/operator of Dublin Helping Hand); Dublin Helping Hand,California - Alameda County (Dublin); California - Santa Clara County (Sunnyvale),Medicare Advantage Organizations (Medicare Part C),90000000.0,,,Phantom Claims,Phantom Claims; Falsify certificate; FakeEncounter,charged,"Rustamov allegedly created an entity, Dublin Helping Hand, and submitted thousands of claims to Medicare Advantage Organizations for durable medical equipment such as blood glucose monitors and orthotic braces that was never provided, was not medically necessary, and was not ordered by the referring provider listed on the claims; beneficiaries were unaware their information was used."
foreign-national-indicted-in-multimillion-dollar-healthcare-fraud-conspiracy_c64ce385d9ff.pdf,2026-06-23,"U.S. Attorney's Office, Eastern District of North Carolina",,"James Thomas Foley (owner/affiliate of DME supply companies); Randal Fenton Wood (co-defendant, pleaded guilty)",North Carolina - Franklin County (Youngsville),Medicare; CHAMPVA; TRICARE,14000000.0,,,FakeEncounter,FakeEncounter; kickback_Bribery For Referral; Falsify certificate,charged,"Foley and others allegedly bought Medicare beneficiary information and prefilled DME orders from marketing entities that solicited beneficiaries with waived copays/deductibles, then used a 'doctor chase' model to pressure physicians into signing or altering orders for medically unnecessary braces and pneumatic compression devices; DME companies owned by or affiliated with Foley received over $14 million from Medicare alone, with additional billing to CHAMPVA and TRICARE. Co-defendant Randal Fenton Wood previously pleaded guilty in the same conspiracy."
former-albuquerque-dentist-ordered-to-pay-320-000-for-violating-controlled-substances-and-false-claims-acts_0e45acf60a49.pdf,2026-07-02,"U.S. Attorney's Office, District of New Mexico",2020-07 to 2021-02,"William C. Gardner, DDS (former Albuquerque dentist)",New Mexico - Bernalillo County (Albuquerque),,,320000.0,,Unlicensed prescribing,Unlicensed prescribing; other,civil settlement,"After his New Mexico dental license was revoked and his state controlled-substances registration expired, the dentist continued to use his DEA registration number and his office's electronic medical records system to issue 94 prescriptions (mostly Schedule II narcotics); the court found him liable for 80 unlawful prescriptions and imposed a $4,000 civil penalty per violation under the Controlled Substances Act, totaling a $320,000 judgment."
former-anesthesiology-resident-sentenced-for-stealing-and-using-narcotic-pain-medicine-while-on-duty_7ad1f7c94743.pdf,2026-02-02,"U.S. Attorney's Office, Western District of Washington",2024-01 to 2024-12,"Andrew Voegel-Podadera (anesthesiology resident, UW Medicine system)",Washington - King County (Seattle),,,,,Drug diversion by provider,Drug diversion by provider; other,sentenced,"A resident anesthesiologist rotating at Seattle Children's Hospital, Harborview and UW Medical Centers secretly took fentanyl, hydromorphone and other narcotics intended for his patients, refilling the vials with saline and returning them to the pharmacy as 'wastage,' and used the drugs while on duty treating patients; he obtained the controlled substances by fraud and was sentenced to one year of supervised release with 200 hours of community service."
